OBS,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
BMJ97092202,-33.9815,24.29216667,6.64,35.12,427.15,0.16,0.44,2.84
WIJY1020708,-34.333,18.932,10.17,24.48,474.61,0.22,0.42,3.61
WIJY1022502,-33.96833333,18.41,11.12,25.9,374.41,0.22,0.34,3.64
NGF98011004,-33.96616667,18.42366667,11.12,25.9,374.41,0.22,0.34,3.64
WIJ92082908,-33.995,18.36833333,11.12,25.9,374.41,0.22,0.34,3.64
DOA97122802,-34.01933333,23.901,8.42,29.69,390.23,0.17,0.44,2.8
NGF99103108,-34.00116667,18.40966667,11.12,25.9,374.41,0.22,0.34,3.64
DEL96031911,-33.6975,25.13083333,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032714,-33.645,25.26583333,2.58,42.57,511.52,0.16,0.41,3.06
VCHY0051302,-33.34416667,26.4995,5.97,39.13,711.91,0.3,0.42,3.99
AGR96080702,-34.0635,19.03916667,6.06,33.55,506.25,0.19,0.45,3.49
SMR97092001,-33.8185,23.56116667,8.42,29.69,390.23,0.17,0.44,2.8
SMR98041602,-33.9815,18.41283333,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0063010,-33.93466667,23.735,8.42,29.69,390.23,0.17,0.44,2.8
AKS94072701,-34.07333333,18.3865,11.12,25.9,374.41,0.22,0.34,3.64
AKS94111204,-33.91616667,23.14083333,6.64,31.46,369.14,0.1,0.43,1.43
TLE95091619,-33.9955,18.4185,11.12,25.9,374.41,0.22,0.34,3.64
CHE96080703,-34.0775,19.03766667,6.06,33.55,506.25,0.19,0.45,3.49
AGR96112711,-34.12433333,18.98716667,6.06,33.55,506.25,0.19,0.45,3.49
AGR96112712,-34.1265,18.99116667,6.06,33.55,506.25,0.19,0.45,3.49
WIJ99030111,-34.00416667,23.045,6.64,31.46,369.14,0.1,0.43,1.43
WIJ99030801,-33.99583333,24.28583333,6.64,35.12,427.15,0.16,0.44,2.84
WIJ99092403,-33.005,19.1205,-1.39,35.69,564.26,0.2,0.49,3.73
AWAY0100602,-33.00333333,19.11183333,-1.39,35.69,564.26,0.2,0.49,3.73
CNR95051701,-34.287,18.4575,10.17,24.48,474.61,0.22,0.42,3.61
CNR96031103,-34.22666667,18.40333333,11.12,25.9,374.41,0.22,0.34,3.64
CNR96080201,-34.25866667,18.422,12.55,20.72,469.34,0,0.49,3.69
SHR97121308,-34.11766667,19.89183333,1.82,38.84,427.15,0.1,0.43,4.03
BAW99112102,-34.18416667,18.4005,11.12,25.9,374.41,0.22,0.34,3.64
WIJ93091901,-34.405,19.19333333,6.87,29.51,363.87,0.14,0.41,3.67
AJT94042006,-34.30233333,18.942,10.17,24.48,474.61,0.22,0.42,3.61
AJT94042011,-34.29233333,18.92266667,10.17,24.48,474.61,0.22,0.42,3.61
NGF95092505,-34.74866667,19.895,5.49,30.49,374.41,0.13,0.4,4.09
LYM96051401,-34.31083333,18.8225,10.17,24.48,474.61,0.22,0.42,3.61
SMR96112701,-34.14733333,18.9385,6.06,33.55,506.25,0.19,0.45,3.49
GED99112504,-34.385,19.60833333,6.87,29.51,363.87,0.14,0.41,3.67
AJT94042007,-34.29733333,18.93933333,10.17,24.48,474.61,0.22,0.42,3.61
TLE96032106,-34.32166667,19.00816667,10.17,24.48,474.61,0.22,0.42,3.61
FBH96100601,-33.93866667,18.3935,11.12,25.9,374.41,0.22,0.34,3.64
SJKY0010902,-34.43783333,19.66483333,6.87,29.51,363.87,0.14,0.41,3.67
WIJ99073102,-34.22916667,18.42166667,11.12,25.9,374.41,0.22,0.34,3.64
GED99102808,-34.34333333,18.98,10.17,24.48,474.61,0.22,0.42,3.61
LKA99112401,-33.45983333,19.43866667,0.23,36.51,527.34,0.21,0.47,3.48
WIJY0100705,-34.20333333,18.84833333,6.06,33.55,506.25,0.19,0.45,3.49
WIJY0102209,-34.37083333,20.56333333,8.98,29.13,237.3,0.02,0.37,4.33
WIJ96072004,-34.175,18.36,11.12,25.9,374.41,0.22,0.34,3.64
TLE96042102,-34.188,18.4025,11.12,25.9,374.41,0.22,0.34,3.64
TLE96092104,-34.30183333,18.89116667,10.17,24.48,474.61,0.22,0.42,3.61
JBB98041207,-33.9075,20.85483333,2.62,36.51,290.04,0.03,0.41,4.58
JBB98041301,-33.92316667,20.85483333,2.62,36.51,290.04,0.03,0.41,4.58
TLE98092601,-33.91533333,20.86566667,2.62,36.51,290.04,0.03,0.41,4.58
WIJ99060509,-33.7,19.13916667,0.23,36.51,527.34,0.21,0.47,3.48
TLEY0071612,-34.1025,18.4525,6.06,33.55,506.25,0.19,0.45,3.49
TLE98062808,-33.88116667,19.174,1.57,36.73,458.79,0.16,0.45,3.73
PMRY1032103,-33.99866667,19.43616667,1.57,36.73,458.79,0.16,0.45,3.73
PMRY1032104,-34.00633333,19.42883333,1.57,36.73,458.79,0.16,0.45,3.73
WIJ96092104,-34.31266667,18.86633333,10.17,24.48,474.61,0.22,0.42,3.61
WIJ97030107,-34.41616667,20.6745,8.98,29.13,237.3,0.02,0.37,4.33
WIJ97101205,-33.50666667,19.11333333,0.23,36.51,527.34,0.21,0.47,3.48
TLE95052803,-34.29783333,19.01883333,10.17,24.48,474.61,0.22,0.42,3.61
PMRY1032106,-34.01933333,19.41166667,1.57,36.73,458.79,0.16,0.45,3.73
AGR92110104,-34.00533333,19.7,1.82,38.84,427.15,0.1,0.43,4.03
CBE92092909,-33.92016667,23.1425,6.64,31.46,369.14,0.1,0.43,1.43
OGM92122601,-33.03433333,19.07716667,-1.39,35.69,564.26,0.2,0.49,3.73
MAJ93031303,-34.2135,18.90966667,6.06,33.55,506.25,0.19,0.45,3.49
OUT93070301,-33.90283333,22.23433333,7.26,30.83,348.05,0.08,0.43,2.07
OUT93091106,-33.85333333,22.55,7.26,30.83,348.05,0.08,0.43,2.07
OUT93091107,-33.8575,22.53833333,7.26,30.83,348.05,0.08,0.43,2.07
MHG93090901,-33.99816667,19.01283333,6.06,33.55,506.25,0.19,0.45,3.49
OGM93102501,-34.40233333,19.287,6.87,29.51,363.87,0.14,0.41,3.67
OUT94031902,-33.8925,22.38766667,7.26,30.83,348.05,0.08,0.43,2.07
JID94091902,-34.32516667,18.9965,10.17,24.48,474.61,0.22,0.42,3.61
WEL94121404,-34.327,19.01083333,10.17,24.48,474.61,0.22,0.42,3.61
JAT95042303,-34.54766667,20.0275,5.49,30.49,374.41,0.13,0.4,4.09
PAT95070902,-34.37,19.27166667,6.87,29.51,363.87,0.14,0.41,3.67
PAT95092306,-34.525,19.90333333,5.49,30.49,374.41,0.13,0.4,4.09
MAJ95112801,-34.26,18.92183333,10.17,24.48,474.61,0.22,0.42,3.61
MAJ96021504,-34.33333333,18.94416667,10.17,24.48,474.61,0.22,0.42,3.61
DFJ96062902,-33.84,22.80166667,7.26,30.83,348.05,0.08,0.43,2.07
WAN97071201,-34.09016667,18.4205,11.12,25.9,374.41,0.22,0.34,3.64
MAJ98020701,-34.2225,18.87333333,6.06,33.55,506.25,0.19,0.45,3.49
MAJ98021001,-34.33583333,18.98583333,10.17,24.48,474.61,0.22,0.42,3.61
DFJ98042510,-33.57083333,24.81333333,2.58,42.57,511.52,0.16,0.41,3.06
PAP98020202,-34.35,18.90483333,10.17,24.48,474.61,0.22,0.42,3.61
PAP98020203,-34.3515,18.90533333,10.17,24.48,474.61,0.22,0.42,3.61
PAP98022202,-34.35166667,18.89883333,10.17,24.48,474.61,0.22,0.42,3.61
MAJ98081601,-34.23333333,18.88666667,6.06,33.55,506.25,0.19,0.45,3.49
HRKY0010601,-33.91083333,23.13766667,6.64,31.46,369.14,0.1,0.43,1.43
GNIY0120502,-33.9685,21.1495,2.65,37.4,326.95,0.03,0.41,4.69
EGH94090102,-33.94183333,21.53016667,2.65,37.4,326.95,0.03,0.41,4.69
BHU94122101,-34.372,20.572,8.98,29.13,237.3,0.02,0.37,4.33
CRU95062803,-33.95033333,20.904,2.62,36.51,290.04,0.03,0.41,4.58
MAJ96021505,-34.32883333,18.94666667,10.17,24.48,474.61,0.22,0.42,3.61
MAJ97041402,-34.23,18.89833333,6.06,33.55,506.25,0.19,0.45,3.49
WMP95123009,-33.9545,21.18366667,2.65,37.4,326.95,0.03,0.41,4.69
JDJ99071302,-33.82116667,22.86533333,6.64,31.46,369.14,0.1,0.43,1.43
JDJ99071904,-33.821,22.86583333,6.64,31.46,369.14,0.1,0.43,1.43
WMP93011602,-33.70983333,19.88333333,-1.1,36.98,622.27,0.15,0.55,3.74
OGM93042401,-33.9075,18.78283333,6.06,33.55,506.25,0.19,0.45,3.49
OUT93070401,-33.8685,22.06983333,4.23,35.73,305.86,0.03,0.41,4.22
OUT93091104,-33.85,22.57,7.26,30.83,348.05,0.08,0.43,2.07
OUT93092501,-33.885,22.31666667,7.26,30.83,348.05,0.08,0.43,2.07
GNI93102801,-34.04083333,24.08333333,6.64,35.12,427.15,0.16,0.44,2.84
SHL95072302,-33.94166667,18.38666667,11.12,25.9,374.41,0.22,0.34,3.64
CRS96092108,-34.2855,18.87883333,10.17,24.48,474.61,0.22,0.42,3.61
CJMY0033002,-33.819,19.31883333,1.57,36.73,458.79,0.16,0.45,3.73
OUT94040607,-33.90516667,22.05533333,4.23,35.73,305.86,0.03,0.41,4.22
WMP94123001,-33.54683333,19.4065,0.23,36.51,527.34,0.21,0.47,3.48
FBH95071501,-34.153,18.36816667,11.12,25.9,374.41,0.22,0.34,3.64
PAN96031401,-34.40666667,19.26333333,6.87,29.51,363.87,0.14,0.41,3.67
DEB95050901,-33.636,24.61233333,0.54,42.04,453.52,0.14,0.44,3.92
NOG94081201,-33.98016667,25.515,10.15,32.73,495.7,0.19,0.41,4.16
MHG96010202,-33.97616667,23.62533333,8.42,29.69,390.23,0.17,0.44,2.8
AKS96030601,-34.10233333,18.44033333,6.06,33.55,506.25,0.19,0.45,3.49
PAP98092602,-34.394,19.16866667,6.87,29.51,363.87,0.14,0.41,3.67
DFJ99080603,-33.87383333,22.79916667,7.26,30.83,348.05,0.08,0.43,2.07
MAJ99102806,-34.2195,18.9385,6.06,33.55,506.25,0.19,0.45,3.49
GNIY0120401,-33.98783333,21.2655,2.65,37.4,326.95,0.03,0.41,4.69
GNIY0120403,-33.98616667,21.25933333,2.65,37.4,326.95,0.03,0.41,4.69
GNIY0120506,-33.974,21.157,2.65,37.4,326.95,0.03,0.41,4.69
AGR91100606,-34.0515,18.875,6.06,33.55,506.25,0.19,0.45,3.49
PVR93053101,-33.943,18.44916667,6.06,33.55,506.25,0.19,0.45,3.49
AMMY0090705,-34.07083333,19.7285,1.82,38.84,427.15,0.1,0.43,4.03
TLE93032008,-34.07583333,18.377,11.12,25.9,374.41,0.22,0.34,3.64
CVV95040903,-34.10916667,18.43833333,6.06,33.55,506.25,0.19,0.45,3.49
CVVY1032505,-34.185,18.3925,11.12,25.9,374.41,0.22,0.34,3.64
CNR95051002,-34.29433333,18.43516667,12.55,20.72,469.34,0,0.49,3.69
PVR92041605,-34.10516667,19.097,1.57,36.73,458.79,0.16,0.45,3.73
NAH92061307,-33.21116667,19.0725,-1.39,35.69,564.26,0.2,0.49,3.73
ASP93012007,-34.009,19.64033333,1.57,36.73,458.79,0.16,0.45,3.73
APE93042507,-34.29866667,19.01616667,10.17,24.48,474.61,0.22,0.42,3.61
CNR95051001,-34.29416667,18.43066667,12.55,20.72,469.34,0,0.49,3.69
NHE95071202,-34.40833333,20.64166667,8.98,29.13,237.3,0.02,0.37,4.33
WMP95123010,-33.95533333,21.16933333,2.65,37.4,326.95,0.03,0.41,4.69
DFJY1032102,-34.01033333,19.4445,1.57,36.73,458.79,0.16,0.45,3.73
AGRY3111316,-34.19583333,19.49216667,1.57,36.73,458.79,0.16,0.45,3.73
AKS92042402,-33.0265,19.073,-1.39,35.69,564.26,0.2,0.49,3.73
APE93042509,-34.30816667,19.01283333,10.17,24.48,474.61,0.22,0.42,3.61
DER94122101,-34.372,20.572,8.98,29.13,237.3,0.02,0.37,4.33
AGR98072903,-34.41583333,19.67183333,6.87,29.51,363.87,0.14,0.41,3.67
WMP95123001,-33.95533333,21.22216667,2.65,37.4,326.95,0.03,0.41,4.69
LYMY1102502,-34.35183333,18.8725,10.17,24.48,474.61,0.22,0.42,3.61
KWD93090503,-34.08866667,19.057,6.06,33.55,506.25,0.19,0.45,3.49
TLE95091604,-34.002,18.406,11.12,25.9,374.41,0.22,0.34,3.64
TLE93032007,-34.07766667,18.37833333,11.12,25.9,374.41,0.22,0.34,3.64
AGRY3100112,-33.83333333,21.89583333,4.23,35.73,305.86,0.03,0.41,4.22
JDA91123001,-32.79166667,18.64666667,2.38,39.8,500.98,0.19,0.41,3.66
GEH93052002,-33.1635,19.1225,-1.39,35.69,564.26,0.2,0.49,3.73
LYM93111502,-34.10716667,18.44833333,6.06,33.55,506.25,0.19,0.45,3.49
NPH92011901,-34.393,19.31916667,6.87,29.51,363.87,0.14,0.41,3.67
NAH92061309,-33.203,19.0725,-1.39,35.69,564.26,0.2,0.49,3.73
PVR92102802,-34.16266667,18.37416667,11.12,25.9,374.41,0.22,0.34,3.64
NGF93111401,-34.10066667,18.4535,6.06,33.55,506.25,0.19,0.45,3.49
FNB93122901,-33.94583333,21.12583333,2.65,37.4,326.95,0.03,0.41,4.69
DOA94110808,-33.95683333,21.19033333,2.65,37.4,326.95,0.03,0.41,4.69
TLE95052811,-34.3145,19.01166667,10.17,24.48,474.61,0.22,0.42,3.61
FBH95091002,-34.14416667,18.39166667,11.12,25.9,374.41,0.22,0.34,3.64
FBH95092004,-34.15316667,18.3715,11.12,25.9,374.41,0.22,0.34,3.64
OUT97030101,-33.94416667,22.59466667,7.26,30.83,348.05,0.08,0.43,2.07
AGR99100308,-34.01216667,19.53066667,1.57,36.73,458.79,0.16,0.45,3.73
APE92072205,-34.104,18.43433333,11.12,25.9,374.41,0.22,0.34,3.64
PVR92082004,-34.16033333,18.4225,11.12,25.9,374.41,0.22,0.34,3.64
ASP92112612,-33.52833333,19.32683333,0.23,36.51,527.34,0.21,0.47,3.48
LIN92101801,-34.05,18.97666667,6.06,33.55,506.25,0.19,0.45,3.49
TLE93032006,-34.07766667,18.376,11.12,25.9,374.41,0.22,0.34,3.64
PVR93070704,-34.10983333,18.45166667,6.06,33.55,506.25,0.19,0.45,3.49
YDA93021601,-34.35566667,18.8215,10.17,24.48,474.61,0.22,0.42,3.61
JID94082902,-34.10733333,18.45016667,6.06,33.55,506.25,0.19,0.45,3.49
JID94091701,-34.34166667,18.98783333,10.17,24.48,474.61,0.22,0.42,3.61
WMP95010116,-33.5415,19.45483333,0.23,36.51,527.34,0.21,0.47,3.48
WIJ95010403,-34.33,19.07166667,6.87,29.51,363.87,0.14,0.41,3.67
TLE95091603,-34.00366667,18.40633333,11.12,25.9,374.41,0.22,0.34,3.64
CVV96052605,-34.18416667,18.4025,11.12,25.9,374.41,0.22,0.34,3.64
WIJY0111907,-34.1555,18.368,11.12,25.9,374.41,0.22,0.34,3.64
TLEY0071604,-34.11583333,18.436,11.12,25.9,374.41,0.22,0.34,3.64
AKS92081206,-34.11133333,18.45266667,6.06,33.55,506.25,0.19,0.45,3.49
TLE93062702,-34.14833333,18.335,11.12,25.9,374.41,0.22,0.34,3.64
TLE94070212,-34.28016667,18.45266667,10.17,24.48,474.61,0.22,0.42,3.61
WIJ98112105,-33.49166667,19.30666667,0.23,36.51,527.34,0.21,0.47,3.48
PVR92041606,-34.11816667,19.12866667,1.57,36.73,458.79,0.16,0.45,3.73
ASP92112613,-33.52483333,19.32583333,0.23,36.51,527.34,0.21,0.47,3.48
AJT93060502,-34.26983333,18.39083333,12.55,20.72,469.34,0,0.49,3.69
APE94091110,-34.18833333,19.16133333,1.57,36.73,458.79,0.16,0.45,3.73
TSA96080101,-34.3635,20.53333333,8.98,29.13,237.3,0.02,0.37,4.33
DEB95051002,-33.62566667,24.64616667,0.54,42.04,453.52,0.14,0.44,3.92
TLE98030801,-34.39216667,19.26916667,6.87,29.51,363.87,0.14,0.41,3.67
AGRY2022006,-33.89466667,19.241,1.57,36.73,458.79,0.16,0.45,3.73
AGRY3090709,-34.04016667,18.321,11.12,25.9,374.41,0.22,0.34,3.64
AMMY2111908,-33.963,24.26616667,6.64,35.12,427.15,0.16,0.44,2.84
AKS92080804,-34.1455,18.42316667,11.12,25.9,374.41,0.22,0.34,3.64
APE92082701,-34.237,18.428,11.12,25.9,374.41,0.22,0.34,3.64
APE92091604,-33.73516667,19.9865,-1.1,36.98,622.27,0.15,0.55,3.74
AGR93051506,-34.42166667,19.646,6.87,29.51,363.87,0.14,0.41,3.67
APE94071705,-34.278,18.47166667,10.17,24.48,474.61,0.22,0.42,3.61
APE94071711,-34.272,18.4555,10.17,24.48,474.61,0.22,0.42,3.61
AGR95112622,-33.56616667,19.10483333,0.23,36.51,527.34,0.21,0.47,3.48
AGR96040619,-34.74733333,19.91583333,5.49,30.49,374.41,0.13,0.4,4.09
DFJ97101806,-33.71583333,23.99333333,-0.38,38.85,442.97,0.17,0.41,3.3
JIDY0031301,-34.38733333,19.2655,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0090703,-34.0635,19.721,1.82,38.84,427.15,0.1,0.43,4.03
DOAY0121309,-34.06933333,19.76933333,1.82,38.84,427.15,0.1,0.43,4.03
TLEY1010208,-34.327,19.007,10.17,24.48,474.61,0.22,0.42,3.61
AGRY1101401,-34.1095,18.46083333,6.06,33.55,506.25,0.19,0.45,3.49
NAH92061901,-34.40166667,19.3795,6.87,29.51,363.87,0.14,0.41,3.67
TLE95010802,-34.3425,18.992,10.17,24.48,474.61,0.22,0.42,3.61
GYC95111602,-34.18516667,18.40266667,11.12,25.9,374.41,0.22,0.34,3.64
LYM98101506,-34.43466667,19.734,5.49,30.49,374.41,0.13,0.4,4.09
AGRY0022002,-34.105,18.436,11.12,25.9,374.41,0.22,0.34,3.64
AMMY1020113,-33.94283333,20.34733333,2.62,36.51,290.04,0.03,0.41,4.58
DJF93022805,-34.33533333,18.94416667,10.17,24.48,474.61,0.22,0.42,3.61
EGH94090103,-33.96266667,21.55316667,2.65,37.4,326.95,0.03,0.41,4.69
TLE95010803,-34.3415,18.98833333,10.17,24.48,474.61,0.22,0.42,3.61
OUT95101404,-33.97033333,21.1435,2.65,37.4,326.95,0.03,0.41,4.69
WEL96012805,-33.03283333,19.14083333,-1.39,35.69,564.26,0.2,0.49,3.73
DFJ97092005,-33.825,23.61666667,8.42,29.69,390.23,0.17,0.44,2.8
AGRY1070702,-33.9765,23.572,8.42,29.69,390.23,0.17,0.44,2.8
AGRY1070804,-33.972,23.5495,8.42,29.69,390.23,0.17,0.44,2.8
AGRY2010507,-34.02483333,19.0725,1.57,36.73,458.79,0.16,0.45,3.73
WIJ92051702,-33.95833333,20.53833333,2.62,36.51,290.04,0.03,0.41,4.58
AKS92081203,-34.1025,18.45383333,6.06,33.55,506.25,0.19,0.45,3.49
DJL93071902,-34.15583333,18.3715,11.12,25.9,374.41,0.22,0.34,3.64
PGD93091502,-34.11666667,18.44416667,6.06,33.55,506.25,0.19,0.45,3.49
GEH93091608,-33.45233333,19.11133333,0.23,36.51,527.34,0.21,0.47,3.48
CNR95052401,-34.26283333,18.39833333,12.55,20.72,469.34,0,0.49,3.69
TLE95052103,-34.1565,18.36916667,11.12,25.9,374.41,0.22,0.34,3.64
WIJ95070803,-33.49166667,19.31333333,0.23,36.51,527.34,0.21,0.47,3.48
FBH95061403,-34.17566667,18.38066667,11.12,25.9,374.41,0.22,0.34,3.64
GYC95111609,-34.19316667,18.40266667,11.12,25.9,374.41,0.22,0.34,3.64
AGR95112617,-33.58416667,19.10766667,0.23,36.51,527.34,0.21,0.47,3.48
WEL96012703,-33.023,19.07633333,-1.39,35.69,564.26,0.2,0.49,3.73
WEL96012809,-32.995,19.1005,-1.39,35.69,564.26,0.2,0.49,3.73
WIJ99082108,-34.10833333,18.43666667,11.12,25.9,374.41,0.22,0.34,3.64
GED99111705,-33.135,19.1675,-1.39,35.69,564.26,0.2,0.49,3.73
AGRY0071606,-34.11616667,18.451,6.06,33.55,506.25,0.19,0.45,3.49
AGRY1010514,-33.94816667,20.79166667,2.62,36.51,290.04,0.03,0.41,4.58
TLEY1010104,-34.3435,18.99016667,10.17,24.48,474.61,0.22,0.42,3.61
TLEY1010211,-34.32166667,19.00816667,10.17,24.48,474.61,0.22,0.42,3.61
TLEY1012101,-34.146,18.40066667,11.12,25.9,374.41,0.22,0.34,3.64
TLEY1012114,-34.15066667,18.37033333,11.12,25.9,374.41,0.22,0.34,3.64
TLEY0121007,-34.11133333,18.452,6.06,33.55,506.25,0.19,0.45,3.49
JBBY0042202,-33.72533333,19.91366667,-1.1,36.98,622.27,0.15,0.55,3.74
AGRY1032108,-33.98783333,19.405,1.57,36.73,458.79,0.16,0.45,3.73
SHRY1032102,-33.9955,19.455,1.57,36.73,458.79,0.16,0.45,3.73
AGRY4021812,-34.39766667,19.29616667,6.87,29.51,363.87,0.14,0.41,3.67
NPH92013001,-34.39316667,19.31766667,6.87,29.51,363.87,0.14,0.41,3.67
OGM92122602,-33.06133333,19.08516667,-1.39,35.69,564.26,0.2,0.49,3.73
AGR93081206,-34.0505,19.93383333,1.82,38.84,427.15,0.1,0.43,4.03
ASP94060505,-34.1045,18.43883333,6.06,33.55,506.25,0.19,0.45,3.49
FBH95053102,-34.14716667,18.40016667,11.12,25.9,374.41,0.22,0.34,3.64
TLE95051306,-34.06166667,18.38816667,11.12,25.9,374.41,0.22,0.34,3.64
FBH95061402,-34.17383333,18.38166667,11.12,25.9,374.41,0.22,0.34,3.64
TLE95052805,-34.30933333,19.00766667,10.17,24.48,474.61,0.22,0.42,3.61
SMR99043018,-34.2195,18.39766667,11.12,25.9,374.41,0.22,0.34,3.64
WIJ99082104,-34.11383333,18.43066667,11.12,25.9,374.41,0.22,0.34,3.64
WIJY0120301,-34.30333333,19.02916667,10.17,24.48,474.61,0.22,0.42,3.61
NGFY1012601,-34.30333333,19.02483333,10.17,24.48,474.61,0.22,0.42,3.61
AGRY1010521,-33.96266667,20.79166667,2.62,36.51,290.04,0.03,0.41,4.58
AMMY1020117,-33.945,20.35583333,2.62,36.51,290.04,0.03,0.41,4.58
WIJY1032103,-34,19.45216667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY2010517,-34.02083333,19.04566667,6.06,33.55,506.25,0.19,0.45,3.49
PVR91091203,-34.15383333,18.372,11.12,25.9,374.41,0.22,0.34,3.64
FNB93122801,-33.95416667,21.18666667,2.65,37.4,326.95,0.03,0.41,4.69
PGD94021103,-34.2685,18.39616667,12.55,20.72,469.34,0,0.49,3.69
JID94061302,-33.98616667,18.4155,11.12,25.9,374.41,0.22,0.34,3.64
CNR95051503,-34.2595,18.39116667,12.55,20.72,469.34,0,0.49,3.69
FBH95091003,-34.14666667,18.39083333,11.12,25.9,374.41,0.22,0.34,3.64
GYC95111607,-34.1865,18.39516667,11.12,25.9,374.41,0.22,0.34,3.64
AGR95112621,-33.56983333,19.10483333,0.23,36.51,527.34,0.21,0.47,3.48
TLE95102801,-34.0485,18.87216667,6.06,33.55,506.25,0.19,0.45,3.49
IEB99051305,-34.07566667,18.3885,11.12,25.9,374.41,0.22,0.34,3.64
WIJY0082612,-33.1325,19.17416667,-1.39,35.69,564.26,0.2,0.49,3.73
WIJY0090907,-34.015,18.99333333,6.06,33.55,506.25,0.19,0.45,3.49
AGRY1010523,-33.9675,20.79616667,2.62,36.51,290.04,0.03,0.41,4.58
NGFY1021001,-34.00966667,19.62466667,1.57,36.73,458.79,0.16,0.45,3.73
GNIY0120402,-33.98583333,21.25316667,2.65,37.4,326.95,0.03,0.41,4.69
TLEY0071603,-34.117,18.4355,11.12,25.9,374.41,0.22,0.34,3.64
TLEY0071607,-34.1105,18.439,6.06,33.55,506.25,0.19,0.45,3.49
JIDY1032303,-33.93033333,19.30966667,1.57,36.73,458.79,0.16,0.45,3.73
LKAY0030903,-33.746,19.08066667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4021813,-34.40083333,19.29883333,6.87,29.51,363.87,0.14,0.41,3.67
ASP92092705,-34.25983333,19.00583333,10.17,24.48,474.61,0.22,0.42,3.61
TLE94061106,-34.102,18.4445,6.06,33.55,506.25,0.19,0.45,3.49
APE94091117,-34.18833333,19.18983333,1.57,36.73,458.79,0.16,0.45,3.73
OGM95111802,-34.13833333,18.94083333,6.06,33.55,506.25,0.19,0.45,3.49
GYC95111604,-34.1765,18.38916667,11.12,25.9,374.41,0.22,0.34,3.64
CVV96032401,-34.18666667,18.39166667,11.12,25.9,374.41,0.22,0.34,3.64
CVV96032402,-34.18833333,18.38666667,11.12,25.9,374.41,0.22,0.34,3.64
CVVY0112602,-34.17333333,18.37916667,11.12,25.9,374.41,0.22,0.34,3.64
SGAY0121204,-33.7915,23.378,6.64,31.46,369.14,0.1,0.43,1.43
SGAY0121306,-33.80266667,22.9715,6.64,31.46,369.14,0.1,0.43,1.43
AMMY1030128,-34.51033333,19.68466667,6.87,29.51,363.87,0.14,0.41,3.67
AGRY1062302,-34.02933333,18.3995,11.12,25.9,374.41,0.22,0.34,3.64
AGR93051512,-34.42166667,19.65933333,6.87,29.51,363.87,0.14,0.41,3.67
TLE94061108,-34.10133333,18.4385,6.06,33.55,506.25,0.19,0.45,3.49
CVV95100802,-34.1475,18.36916667,11.12,25.9,374.41,0.22,0.34,3.64
WEL95111707,-33.57433333,19.10866667,0.23,36.51,527.34,0.21,0.47,3.48
OUT96031601,-33.875,22.47583333,7.26,30.83,348.05,0.08,0.43,2.07
CVV96052601,-34.18416667,18.39916667,11.12,25.9,374.41,0.22,0.34,3.64
CVV96052604,-34.17333333,18.39083333,11.12,25.9,374.41,0.22,0.34,3.64
CVV96112401,-34.265,18.39916667,12.55,20.72,469.34,0,0.49,3.69
AGRY1012801,-34.30133333,19.06683333,6.87,29.51,363.87,0.14,0.41,3.67
AGRY1022005,-33.53283333,19.34133333,0.23,36.51,527.34,0.21,0.47,3.48
MHRY1032102,-34.0045,19.45166667,1.57,36.73,458.79,0.16,0.45,3.73
APE91082401,-34.28466667,19.04466667,10.17,24.48,474.61,0.22,0.42,3.61
AGR91100603,-34.0415,18.871,6.06,33.55,506.25,0.19,0.45,3.49
ASP93042102,-34.287,19.04266667,10.17,24.48,474.61,0.22,0.42,3.61
AGR93051513,-34.42,19.662,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0121103,-33.84483333,23.22716667,6.64,31.46,369.14,0.1,0.43,1.43
TLEY1010103,-34.3465,18.98883333,10.17,24.48,474.61,0.22,0.42,3.61
ASP93012026,-34.0115,19.593,1.57,36.73,458.79,0.16,0.45,3.73
CVV95021203,-34.19166667,18.40166667,11.12,25.9,374.41,0.22,0.34,3.64
DJL98102102,-34.296,19.12533333,6.87,29.51,363.87,0.14,0.41,3.67
DJLY0052408,-34.481,19.8095,5.49,30.49,374.41,0.13,0.4,4.09
WIJY0082701,-33.12833333,19.175,-1.39,35.69,564.26,0.2,0.49,3.73
TLEY0061005,-34.15233333,18.386,11.12,25.9,374.41,0.22,0.34,3.64
TLEY0111103,-34.32516667,18.99383333,10.17,24.48,474.61,0.22,0.42,3.61
TLEY0071614,-34.10516667,18.45783333,6.06,33.55,506.25,0.19,0.45,3.49
WIJY1031005,-33.77166667,19.074,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1032101,-33.98783333,19.46883333,1.57,36.73,458.79,0.16,0.45,3.73
AMMY0090708,-34.07883333,19.78566667,1.82,38.84,427.15,0.1,0.43,4.03
WIJ94043003,-32.81,19.19166667,-1.39,35.69,564.26,0.2,0.49,3.73
WIJY0082611,-33.13333333,19.16933333,-1.39,35.69,564.26,0.2,0.49,3.73
